,questions,types
578,What was the bleeding time for the factor x deficiency as seen in amyloid purpura,0
579,What conditions had both prolonged bleeding times and prolonged partial thromboplastin times,0
580,What was the bleeding time for  factor xii deficiency,0
581,What were the bleeding times when both the platelet count was unaffected and the partial thromboplastin time was unaffected,0
582,what's the tuesday time with location being millhopper,0
583,what's the wednesday time with monday being 10:00-8:00,0
584,what's the thursday time with location being hawthorne,0
585,what's the saturday time with wednesday being 10:00-5:00,0
586,what's the thursday time with sunday being 1:00-5:00 and tuesday being 1:00-7:00,0
587,what's the monday time with tuesday being 9:00-6:00,0
588,What are all the reports where Paul Tracy had the fastest lap?,0
589,Who drove the fastest lap at the Tenneco Automotive Grand Prix of Detroit?,0
590,Who had the fastest lap in the races won by Max Papis?,0
591,"In Round 6, how many winning drivers were there?",3
592,What are the original names of the districts where the population in the 2010 census was 210450?,0
593,What is the original name of the district with the current English name of South Bogor?,0
594,What is the listed population from the 2010 census of West Bogor?,2
595,How many districts have an area of 17.72 KM2?,3
596,What is the area in km2 for the district whose original name was Kecamatan Bogor Timur?,0
597,What is the number of colour with the regisration number of mg-509?,3
598,What is the title of the episode directed by Mark Tinker?,0
599,What episode in the season was directed by Jeff Melman?,2
600,How many episodes had 16.03 million viewers?,3
601,"What is the number of interregnum for duration 3 months, 6 days?",3
602,Who directed Episode 8?,0
603,"Who directed the episode called ""Tell-tale Heart""?",0
604,What was the original air date for Series 36?,0
605,Who wrote Series 38?,0
606,"What is the percentage for manhattan 45,901?",3
607,Who won the 1973 democratic initial primary for queens of 19%?,0
608,What is the manhattan for richmond 35%?,0
609,What is the queens where richmond staten is 42%?,0
610,what's the party with brooklyn value of 51.0%,0
611,what's the brooklyn with queens value of 16.8%,0
612,what is the minimum total,2
613,what's the % with total value of 249887 and queens value of 6.8%,0
614,Which teams were in the central division and located in livonia?,0
615,Which teams are located in highland township?,0
616,What conference was the churchill chargers team in?,0
617,What was the titles of the episodes written by ken lazebnik?,0
618,Who directed an episode that had 2.81 million U.S. viewers?,0
619,What were the names of the episodes that had 3.02 million U.S. viewers?,0
620,"What were the original air dates of the episode named ""winds of war""?",0
621,Who directed episodes that had 2.61 million U.S. viewers?,0
622,"How many millions of U.S. viewers watched ""Brace for Impact""?",0
623,"How many millions of U.S. viewers watched the episode that first aired on March 31, 2013?",0
624,Who wrote the episodes that were viewed by 2.12 million viewers?,0
625,The episode written by Rebecca Dameron aired on what date? ,0
626,Which episode in the series drew 3.6 million U.S. viewers? ,2
627,"Who wrote the episode that aired on April 17, 2011? ",0
628,How many times did episode 79 originally air? ,3
629,"How many millions of views in the country watched ""Line of Departure""?",0
630,What is the name of the shield winner in which the mls cup winner and mls cup runner up is colorado rapids?,0
631,What is the name of the shield winner in which the mls cup winner and mls supporters shield runner up is Chivas usa?,0
632,who is the of the shield winnerin which the mls cup runner-up and mls cup winner is real salt lake?,0
633,Which shield winner has the mls cup runner up and the season is 2000?,0
634,League apps (sub) maximum?,1
635,When total goals is 11 what was the league apps (sub)?,1
636,Which city had the charleston area convention center as its callback location,0
637,When did the callbacks from  rancho bernardo inn air,0
638,The station located in Albuquerque has been owned since what year?,0
639,What channels have stations that were affiliated in 2002?,0
640,What market is KTFK-DT in?,0
641," what's the engine where performance is 0–100km/h: 10.5s, vmax km/h (mph)",0
642, what's the turbo where trim is 2.0 20v,0
643," what's the torque where performance is 0–100km/h: 7.5s auto, vmax: km/h (mph)",0
644, what's the transmission where turbo is yes (mitsubishi td04-16t ),0
645, what's the fuel delivery where power is hp (kw) @6500 rpm,0
646,""" what's the engine with turbo being yes (mitsubishi td04-15g ) """,0
647,What is the english title that has finale as 33 and peak as 42?,0
648,What is the english title where the premiere is less than 30.0 and the finale is bigger than 36.0?,0
649,What is the rank of the chinese title 緣來自有機?,0
650,What amount is the number of hk viewers where chinese title is 十兄弟?,0
651,"What is the weekly rank with an air date is november 12, 2007?",0
652,"What is the air date of the episode ""blowback""?",0
653,"What is the lowest weekly rank with an air date of november 26, 2007?",2
654,What is the episode where 18-49 has a rating/share of 3.5/9,0
655,What is the viewers where the rating is 5.3?,0
656,What is the 18-49 rating/share where the viewers is 5.61?,0
657,What is the highest of balmoor/,0
658,What is the number of capacity at somerset park?,3
659,What is the minimum capacity where airdrie united is?,2
660,What is the stadium for alloa athletic?,0
661,What is the highest of ayr united?,2
662,What is the average?,2
663,When are team Galway's dates of appointment?,0
664,When are the vacancy dates for outgoing manager Damien Fox?,0
665,When is the date of vacancy of Davy Fitzgerald being a replacement?,0
666,Which team has the outgoing manager John Meyler?,0
667,How many times is 3 credits 180?,3
668,What is the hand for 4 credits is 1600?,0
669,How many 3 credits are there with 5 credits of 5?,3
670,How many 4 credits is the hand two pair?,3
671,What duration is listed for Christian de la Fuente?,0
672,What was the final episode for Dea Agent?,0
673,What days is greenock morton vacant?,0
674,What are the dates of the outgoing manager colin hendry does appointments? ,0
675,What teams does jim mcinally manage?,0
676,What days are vacant that were replaced by john brown?,0
677,What manner of departure is listed with an appointment date of 13 march 2008,0
678,What is the date of appointment for outgoing manager Campbell Money,0
679,What is the lowest attendance that East End Park has ever had?,2
680,What team plays at Palmerston Park?,0
681,What is the lowest attandance recorded at Cappielow?,2
682,What is the highest attendance at a game played by St. Johnstone?,1
683,What is the highest attandence at a Hamilton Academical game?,2
684," who is the champion where semi-finalist #2 is na and location is morrisville, nc",0
685, what's the score where year is 2007,0
686,what is the total number of semi-finalist #2 where runner-up is east carolina,3
687, who is the semi-finalist #1 where runner-up is elon university,0
688, who is the runner-up where year is 2004 and champion is north carolina state,0
689," who is the runner-up where location is ellenton, fl and year is 2004",0
690,what's the naturalisation  by marriage with numer of jamaicans granted british citizenship being 3165,0
691, how many numer of jamaicans granted british citizenship with naturalisation  by marriage being 1060,3
