,Questions,Category1,type
508,McCarren Airport is located in what city ?,LOC,1
509,"What household facility contains a float ball , ballcock , and overflow tube ?",ENTY,1
510,What was the name of Betty Boop 's dog ?,ENTY,1
511,What fraction of a beaver 's life is spent swimming ?,NUM,0
512,What was the Bridge of San Luis Rey made of ?,ENTY,1
513,What do economists do ?,DESC,1
514,What country has the largest sheep population ?,LOC,1
515,"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?",DESC,1
516,What country is the world 's largest importer of cognac ?,LOC,1
517,How many years is Johnnie Walker Black Label aged ?,NUM,0
518,What does SIDS stand for ?,ABBR,1
519,What is Grenada 's main commodity export ?,ENTY,1
520,"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",NUM,0
521,What makes a clitoris sensitive ?,DESC,1
522,"What country has the most time zones , with 11 ?",LOC,1
523,What `` magic '' does Mandrake employ ?,ENTY,1
524,Who is the president of Stanford University ?,HUM,1
525,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,HUM,1
526,"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",ENTY,1
527,What city is Logan Airport in ?,LOC,1
528,What is a nanometer ?,DESC,1
529,How many innings are there in a regulation softball game ?,NUM,0
530,When did CNN go on the air ?,NUM,0
531,What is the largest city on the Great Lakes ?,LOC,1
532,What is the telephone number for the University of Kentucky ?,NUM,0
533,Who invented baseball ?,HUM,1
534,How many wives did Brigham Young have ?,NUM,0
535,What product on the market is good for hiding facial scars ?,ENTY,1
536,How long is the Coney Island boardwalk ?,NUM,0
537,What city gained renown for its pea-soup fogs ?,LOC,1
538,What does `` Janelle '' mean ?,DESC,1
539,How do I get another city 's newspaper ?,DESC,1
540,Name a movie about the Sioux Indians starring Kevin Costner .,ENTY,1
541,"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",HUM,1
542,What are the distinct physical characterstics of the Arabian horse ?,DESC,1
543,What is a fear of thunder ?,ENTY,1
544,What animal has killed the most people ?,ENTY,1
545,How many colleges are in Wyoming ?,NUM,0
546,What Russian seaport has a name meaning `` Lord of the East '' ?,LOC,1
547,Where can stocks be traded on-line ?,LOC,1
548,When was the Battle of Hastings ?,NUM,0
549,What kind of file has the extension .dbf ?,ENTY,1
550,When did Muhammad live ?,NUM,0
551,"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?",ENTY,1
552,What is a wop ?,DESC,1
553,Where do rocks come from ?,DESC,1
554,How do I stop background noise in a car stereo ?,DESC,1
555,Where do people mountain climb in Nepal ?,LOC,1
556,What is the best college in the country ?,HUM,1
557,What is viscosity ?,DESC,1
558,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,ENTY,1
559,What are the Nordic nations ?,LOC,1
560,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,LOC,1
561,What U.S. state borders Illinois to the north ?,LOC,1
562,Name a film in which Jude Law acted .,ENTY,1
563,What is the temperature for baking Peachy Oat Muffins ?,NUM,0
564,What is a fear of bees ?,ENTY,1
565,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,ENTY,1
566,What is a green bog ?,DESC,1
567,Where did the myth of Santa Claus originate ?,LOC,1
568,What does a chairbound basophobic fear ?,ENTY,1
569,What city is served by Logan International Airport ?,LOC,1
570,What wrestling star became `` The Incredible Hulk '' ?,HUM,1
571,What attracts tourists to Reims ?,LOC,1
572,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,ENTY,1
573,What fastener did Whitcomb Judson patent in 1893 ?,ENTY,1
574,What 's an auberge in France ?,DESC,1
575,Who was the star of the 1965 Broadway hit Golden Boy ?,HUM,1
576,Where is Procter &amp; Gamble based in the U.S. ?,LOC,1
577,What army was founded by William Booth and his wife Catherine ?,HUM,1
578,What does ribavirin consist of ?,ENTY,1
579,Name the soft drink that is `` number one in the sun . '',ENTY,1
580,What is the web address of the list of e-mail addresses of members of the House of Representatives ?,LOC,1
581,What was her real name ?,HUM,1
582,Why are the ears your center of balance ?,DESC,1
583,Who invented the toothbrush ?,HUM,1
584,What was the name of that popular song the Creeps sang ?,ENTY,1
585,Where is the Abominable Snowman said to wander ?,LOC,1
586,What is a fear of being alone ?,ENTY,1
587,How many dots make up the symbol for `` because '' ?,NUM,0
588,What do you get by adding Lactobacillus bulgaricus to milk ?,ENTY,1
589,"When reading classified ads , what does EENTY : other stand for ?",ABBR,1
590,How many hearts does an octopus have ?,NUM,0
591,What plant has the largest seed ?,ENTY,1
592,What was the only country you were allowed to drive into Israel from in 1979 ?,LOC,1
593,What 's approaching when a cyclist shouts : `` Oil '' ?,ENTY,1
594,"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",HUM,1
595,What kind of sport is often associated with hooligans ?,ENTY,1
596,What video game hero do some of his fans call Chomper ?,HUM,1
597,How many holes are there in a tenpin bowling ball ?,NUM,0
598,What is the longest word in the English language ?,ENTY,1
599,In What city or state do the most gay men live in ?,LOC,1
600,"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",HUM,1
601,What is `` the bear of beers '' ?,ENTY,1
602,Name the operating system that runs on IBM-compatible machines .,ENTY,1
603,What does the name `` Justin '' mean ?,DESC,1
604,What percentage of the body is muscle ?,NUM,0
605,What color of dry wine should be served with veal roasts and chops ?,ENTY,1
606,What is a golf ball made of ?,ENTY,1
607,What is the Amish religion ?,DESC,1
608,What does an average daycare provider get paid in New England ?,NUM,0
609,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,HUM,1
610,Who played the Ringo Kid in the 1939 film Stagecoach ?,HUM,1
611,Who died 1 feet from where John F. Kennedy did ?,HUM,1
612,What is the `` coppertop '' battery ?,DESC,1
613,What sign is The Water Carrier the zodiacal symbol for ?,ENTY,1
614,What animals do you find in the stock market ?,ENTY,1
615,What is color ?,DESC,1
616,When is the site www.questions.com going to open ?,NUM,0
617,What did Shostakovich write for Rostropovich ?,ENTY,1
618,What first name was Nipsy Russell given at birth ?,HUM,1
619,How can I get some free technical information on Electric Vehicle ?,DESC,1
620,Who is the youngest of the Beatles ?,HUM,1
621,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,DESC,1
622,What is a Jellicle Cat ?,DESC,1
623,Where can I find the best free evidence for debate about Russia ?,LOC,1
624,What is Bill Gates of Microsoft E-mail address ?,LOC,1
625,What is the second hardest substance ?,ENTY,1
626,Why did several San Diego schools stop serving apples to students ?,DESC,1
627,What Russian city boasts the Hermitage Museum ?,LOC,1
628,When is Bastille Day ?,NUM,0
629,What makes a tornado turn ?,DESC,1
630,How many shots can a stock M16 hold ?,NUM,0
631,What two colors are you blind to if you suffer from protanopia ?,ENTY,1
632,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,DESC,1
633,Who is Coronado ?,HUM,1
634,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,ENTY,1
635,What is artificial intelligence ?,DESC,1
636,What do flatfish eat ?,ENTY,1
637,Who was the first Holy Roman Emperor ?,HUM,1
638,What can I use to remove the stubborn gummed labels from some diskettes ?,ENTY,1
639,What day of the week sees the most fatal car accidents ?,NUM,0
640,"What is the origin of the word , magic ?",DESC,1
641,What sport do you shag flies in ?,ENTY,1
642,What is white chocolate ?,DESC,1
643,Where is Trinidad ?,LOC,1
644,Name the organization that is presided by a Security Council .,HUM,1
645,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",HUM,1
646,What kind of wine is Spumante ?,ENTY,1
647,Who portrayed portly criminologist Carl Hyatt on Checkmate ?,HUM,1
648,How do you say I love you in Spanish ?,ENTY,1
649,What does the name Gina mean ?,DESC,1
650,What is the most advanced handheld calculator in the world ?,ENTY,1
651,How fast is light ?,NUM,0
652,What is the belt of low pressure around the equator called ?,ENTY,1
653,What are shooting stars ?,DESC,1
654,Whom did the Chicago Bulls beat in the 1993 championship ?,HUM,1
655,When was the first American encyclopedia published ?,NUM,0
656,What 's the tallest building in New York City ?,LOC,1
657,How is Easter Sunday 's date determined ?,DESC,1
658,What is the Motto for the State of Maryland ?,DESC,1
659,Who is Desmond Tutu ?,HUM,1
660,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,LOC,1
661,Name a tiger that is extinct .,ENTY,1
662,How many quarters equal a pound ?,NUM,0
663,What kind of books does Fodor 's publish ?,ENTY,1
664,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",HUM,1
665,What chapter of the Bible has the most verses ?,NUM,0
666,Who is the worst US President ever ?,HUM,1
667,What Asian leader was known as The Little Brown Saint ?,HUM,1
668,What is the abbreviated expression for the National Bureau of Investigation ?,ABBR,1
669,How fast does the fastest car go ?,NUM,0
670,What is the highest mountain in the world ?,LOC,1
671,What arch can you see from the Place de la Concorde ?,LOC,1
672,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,HUM,1
673,How long should a person wash their hands before they are clean ?,NUM,0
674,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,LOC,1
675,Which is the wealthiest country in the world ?,LOC,1
676,How can I find a phone number of someone if I only know their email address ?,DESC,1
677,How can you contact play producers and promoters on-line ?,DESC,1
678,Who is the monarch of the United Kingdom ?,HUM,1
679,What is a fear of passing high objects ?,ENTY,1
680,What do players try to do when the music stops in a game of musical chairs ?,DESC,1
681,What are the top ten most common girl names in the US ?,HUM,1
682,Why is black the color of mourning in the West ?,DESC,1
683,What is the rarest coin ?,ENTY,1
684,What Judith Rossner novel was made into a film starring Diane Keaton ?,ENTY,1
685,Which country is Australia 's largest export market ?,LOC,1
686,Where is the Kentucky Horse Park located ?,LOC,1
687,What is a fear of parasites ?,ENTY,1
688,In what Olympic Games did Nadia Comaneci become popular ?,ENTY,1
689,Who does data collection in tourism ?,HUM,1
690,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,HUM,1
691,What is the leading pecan and peanut growing state ?,LOC,1
692,What does a nihilist believe in ?,DESC,1
693,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,DESC,1
694,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",ENTY,1
695,Who were the four famous founders of United Artists ?,HUM,1
696,What 2 statues did France give to other countries ?,ENTY,1
697,What are amphibians ?,DESC,1
698,How many sperm cells are in an average ejaculation ?,NUM,0
699,Name the disposable razor that `` costs about 19 cents . '',ENTY,1
700,How far do you have to run if you hit a home run ?,NUM,0
701,Who was the only U.S. President to wear a Nazi uniform ?,HUM,1
702,Woodrow Wilson served as president of what university ?,HUM,1
703,Where are the tropical rain forest distributions ?,LOC,1
704,What 's the nickname of oddsmaker Jimmy Snyder ?,HUM,1
705,What is the fear of being loved ?,ENTY,1
706,What was the number of people that Randy Steven Craft was convicted of killing ?,NUM,0
707,What was Queen Victoria 's title regarding India ?,HUM,1
708,How is a hydrogen bomb different from a nuclear bomb ?,DESC,1
709,How far can a man travel in outer space ?,NUM,0
710,Where was Lincoln assassinated ?,LOC,1
711,What type of food makes you fat ?,ENTY,1
712,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,ENTY,1
713,What was the U.S. highway death toll in 1969 ?,NUM,0
714,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",ENTY,1
715,What are the shortest and the longest songs ever produced ?,ENTY,1
716,What letter is to the right of K on a typewriter keyboard ?,ENTY,1
717,"What is the origin and the meaning of the name , `` Hajo ? ''",DESC,1
718,What is the plural of gulf ?,ENTY,1
719,Whose autobiography is titled Yes I Can ?,HUM,1
720,What year did the United States pass the Copyright law ?,NUM,0
721,What percentage of Americans own their homes ?,NUM,0
722,What 's the first day of the week ?,NUM,0
723,What city was President William McKinley shot in ?,LOC,1
724,What city has the world 's longest subway system ?,LOC,1
725,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",HUM,1
726,What is Bombay duck ?,DESC,1
727,How many degrees cooler is the inside of a cucumber than the air outside ?,NUM,0
728,What double talking `` professor '' holds a doctorate in Nothing ?,HUM,1
729,What are the five most expensive cities in the world ?,LOC,1
730,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,HUM,1
731,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,NUM,0
